metodo,variavel,seed,miss_rate,n_avaliado,RMSE,MAE,RMSE_norm,MAE_norm
media_global,Temperatura da Água,7,0.1,7,2.9492143996003235,2.3687482178500145,0.29492143996003223,0.23687482178500147
media_global,Sólidos Suspensos Totais,7,0.1,3,39.18571966088956,38.54245224868063,0.32754387070636237,0.3236714779237187
media_global,DBO,2026,0.1,8,9.864358356584328,7.74962042447911,0.3170448724833217,0.22741607296787827
media_global,OD,2026,0.1,5,3.8346132751535382,3.507949403547511,0.3776747486329345,0.36498728208709147
media_global,Nitrato,2026,0.1,6,0.17597151670151698,0.09490476895712835,0.5852860343582695,0.4731396522448869
media_global,Nitrogênio Amoniacal Total,2026,0.1,3,2.541766338960455,2.0382033116725626,0.5585336448213826,0.42804487348588455
media_global,Fósforo Total,2026,0.1,4,0.2682961453045114,0.25881299308507166,0.06817664694206027,0.06690058380638289
media_global,Condutividade,2026,0.1,7,16156.227012218864,13413.755137844611,0.5034033468006127,0.41795211372358115
media_global,pH,2026,0.1,11,0.6529528387739819,0.5642197566213315,0.2902012616773252,0.25076433627614725
media_global,Turbidez,2026,0.1,5,388.94470733120227,183.5313192863183,0.4766852605511405,0.3157533152112754
media_global,Temperatura da Água,2026,0.1,10,3.5705611492718585,2.9037524950099804,0.3570561149271856,0.2903752495009979
media_global,Sólidos Suspensos Totais,2026,0.1,1,48.54245224868062,48.54245224868062,0.3919348282817056,0.3919348282817056
mediana_global,DBO,42,0.1,9,21.46432285341317,10.586666666666662,0.2657212727040071,0.17901557044791946
mediana_global,OD,42,0.1,4,3.780211634287158,3.1999999999999984,0.3444870340571823,0.30410545310982073
mediana_global,Nitrato,42,0.1,2,0.42,0.42,1.1471011781291542,1.1471011781291542
mediana_global,Nitrogênio Amoniacal Total,42,0.1,8,3.3654680209444874,3.312500000000001,0.7045842584942539,0.6572776980675559
mediana_global,Fósforo Total,42,0.1,4,0.1437010786319991,0.10499999999999995,0.030867531977692025,0.022879572181181897
mediana_global,Condutividade,42,0.1,9,7653.673468051504,6494.666666666665,0.2384767703636662,0.2023638894081967
